text,clusters,probabilities
office microsoft accounting accounting professional home page microsoft office online save organized business online accounting solution businesses download trial buy business,2,"[9.284903401685085e-11, 5.8041802475372606e-09, 0.9604585766792297, 0.03954140469431877, 1.5070224235191887e-10, 3.4120428704653705e-09, 1.5964121691247612e-10, 3.016302096980894e-09]"
aicpa members div career edu jlcs carey scholarships students participating graduate accounting program scholarships minority accounting students business,2,"[0.0001436642778571695, 8.286131958357146e-08, 0.9998470544815063, 5.073614062212073e-08, 3.6747460629982243e-09, 6.7642799876921345e-06, 2.371466734985006e-06, 3.7708586253515364e-11]"
dmoz business accounting directory business accounting accounting virtual history illustrated annotated history accounting profession professional organization business,2,"[2.9438455254222895e-13, 6.347198322487202e-10, 1.0, 2.6700595068263056e-09, 1.8038228246156085e-12, 1.4248633739902261e-12, 2.469647099670458e-12, 4.80037764587568e-16]"
ucc com universal currency converter currency tool foreign exchange rate calculations internet up-to-the-minute currency rates business,2,"[3.218132357818426e-11, 4.2354398033239704e-07, 0.9999988079071045, 8.146198524627835e-07, 7.407816721149985e-11, 2.950587996153331e-09, 1.3832425205251297e-09, 1.006144750848037e-10]"
com world favorite currency foreign exchange independently world favorite internet currency tools services business,2,"[2.9660246582352556e-05, 0.00014233170077204704, 0.9969263672828674, 0.001197607722133398, 1.0206304068560712e-07, 0.0017020642990246415, 4.261936510374653e-07, 1.4279233937486424e-06]"
oanda convert classic currency converter currencies currency converter currency pairs currency cheat sheet travelers rate conversion method business,2,"[8.180081501052427e-09, 2.7106345896754647e-06, 0.9999972581863403, 2.1651783144172043e-10, 2.476457580669056e-11, 2.3421578010385247e-09, 2.2630104734577827e-10, 1.0820900382332854e-12]"
oanda oanda currency foreign exchange services trading oanda com currency currency foreign exchange rates investors travelers online businesses business,2,"[9.955368777611606e-13, 8.414170749038163e-11, 1.0, 1.2413045036296921e-09, 4.225684320009358e-15, 6.406620026155885e-12, 9.605801702292863e-15, 2.0343047992671393e-14]"
finance yahoo currency currency converter yahoo finance view exchange rates currencies convert currencies countries business,2,"[2.6522341180917897e-12, 1.0768781777414915e-07, 0.9999998807907104, 1.2528948711842958e-10, 5.6687388615660195e-14, 1.9006549806244166e-11, 1.612882570556362e-12, 2.1459405433188472e-12]"
wikipedia wiki currency currency wikipedia encyclopedia currency unit exchange facilitating transfer services money money serves medium business,2,"[8.038007481836473e-10, 5.251448342846743e-08, 0.9999997615814209, 1.639914586348823e-07, 1.056256210968387e-12, 1.977241259609741e-09, 1.111756020577559e-09, 3.349225896620567e-10]"
rates calculator currency calculator currency exchange rates calculator convert currecy business,2,"[4.647714166110782e-14, 1.3241667484731323e-10, 1.0, 1.9740140078106094e-11, 1.4269344034275808e-14, 7.440080757698756e-15, 6.511553991318808e-13, 5.056362755118072e-15]"
rates exchange rates currencies convertion calculator exchange rates graph values data federal reserve bank business,2,"[1.0067705133107174e-12, 9.924357158297425e-08, 0.9999998807907104, 1.9887167468368716e-09, 4.5415568528106576e-10, 6.064508704245464e-12, 5.762250121499335e-10, 5.716491191000428e-14]"
bankofcanada exchform -year currency converter exchange rates rates statistics historical data tolar currencies converted euro daily noon rates -year lookup page business,2,"[1.5521861485012778e-07, 2.5366573481733212e-06, 0.9999935626983643, 4.4313753733149497e-07, 2.5649585495557403e-06, 1.7519251116482337e-07, 4.723539461792825e-07, 1.5029671729394067e-08]"
finance yahoo currency converter currency converter currency convertor currencies yahoo currency converter yahoo finance international currency convertor currency exchange rates convert business,2,"[4.067014433561944e-11, 1.1199784921700484e-06, 0.999998927116394, 2.336624449483793e-09, 6.8326030597254395e-12, 2.7773252586626995e-09, 5.961335591830874e-11, 4.5322048197737885e-11]"
bloomberg invest calculators currency bloomberg com calculators currency calculator calculate cross currency rates currencies calculators page convert business,2,"[5.629357928155915e-14, 1.6289060100760366e-09, 1.0, 9.550271684588552e-10, 3.300555900635771e-13, 2.2192932712904179e-13, 4.809063303828909e-13, 9.481548745194236e-15]"
marketprices markets currencies com market data currencies abbreviations rate market rate rate principal rate tourist rate currency fixed dollar floating business,2,"[2.878677207718283e-07, 6.968671328877463e-08, 0.9999996423721313, 8.59559732419024e-12, 8.414821790758698e-12, 1.0642370318336702e-10, 4.920700513721954e-10, 1.0761289082061865e-10]"
gocurrency currency converter currency exchange currency exchange rates currency converter currency insights influence exchange rates currencies currency conversion business,2,"[3.832880193788135e-11, 6.238296634819562e-08, 0.9999998807907104, 2.6155674848205024e-11, 4.654786755695084e-13, 2.262215805307055e-12, 3.5367744288805625e-09, 1.0538716167102224e-12]"
coins edu colcurrency colonial currency table contents exhibit features colonial paper currency ranging louisiana issues fractional currency privately emitted business,2,"[2.246255098725669e-05, 0.0021272858139127493, 0.9978469610214233, 6.161339172194857e-08, 3.7066391200824e-07, 1.1672399296003277e-06, 1.5621077409377904e-06, 1.6190111296054965e-07]"
frbsf currency historical american currency exhibit frbsf federal reserve bank san francisco online exhibit historical american currency business,2,"[1.4013523923495086e-06, 0.0006788006867282093, 0.9993185997009277, 1.5412787490731716e-08, 9.598521444331709e-08, 9.87894622994645e-07, 2.094577178368695e-09, 6.141488984034993e-10]"
stuff zealand source business stock market currency news business stock market rates currency news stuff business stuff news resources fairfax business,2,"[5.6038382267864506e-11, 2.1352807522134754e-08, 1.0, 5.21234184286401e-12, 2.5209482071297806e-11, 7.051336736729752e-10, 1.4357882694186405e-14, 4.19601419582305e-12]"
fieba pcc personal currency converter fieba ltd business,2,"[4.3350172340694826e-09, 3.7401678127935156e-05, 0.9993670582771301, 0.0005869660526514053, 6.317587804005598e-07, 2.221056583096015e-08, 7.93953313404927e-06, 3.1304011466337656e-11]"
bank china static index bank china boc credit card double- currency global remittance factoring business trading boci china state-owned business,2,"[4.206071949064416e-11, 7.105576571575511e-08, 0.9999998807907104, 2.2028531776463467e-10, 8.476884194585921e-10, 3.19777004875732e-09, 2.0532684927299094e-11, 1.6599915886317262e-12]"
sun docs api util currency currency java platform currency currencies iso currency codes iso maintenance agency information business,2,"[1.4045884455526902e-08, 4.65731936856173e-05, 0.9378483295440674, 0.062024086713790894, 3.450509029789828e-05, 4.46485643124106e-07, 4.5921951823402196e-05, 8.491004876987063e-08]"
randomhouse doubleday currency currency sign currency connection newsletter currency titles discount copies sales promotions business,2,"[8.679502450092969e-09, 1.584555597844428e-08, 1.0, 1.1388988419014368e-08, 2.8944740701475347e-11, 1.7043082223278105e-11, 2.28324546769354e-11, 2.963306683367861e-11]"
wikipedia wiki inflation inflation wikipedia encyclopedia mainstream economics word inflation persistent price level measured standard level purchasing business,2,"[2.8839389543122707e-08, 0.00012800357944797724, 0.999629020690918, 9.663676792115439e-08, 3.5089954053546535e-08, 8.88715732116907e-08, 4.5296541628658815e-08, 0.00024266730179078877]"
wikipedia wiki cosmic inflation cosmic inflation wikipedia encyclopedia physical cosmology cosmic inflation idea nascent universe phase exponential expansion driven business,7,"[8.306807686153661e-09, 7.249325761904402e-08, 0.00011677024303935468, 5.832943461570039e-09, 3.4112422088450334e-12, 1.3112963159755964e-08, 1.9583383525922926e-10, 0.9998830556869507]"
westegg inflation inflation calculator money inflation consumer price index business,2,"[3.352787381061262e-09, 2.7362699484001496e-07, 0.9999997615814209, 4.9030383919568266e-11, 1.9158468214652835e-11, 1.0410552628292713e-12, 1.735462190621817e-10, 3.8511727140644325e-10]"
bls gov cpi consumer price index home page inflation calculator lists designates pre- weight item structure indexes business,2,"[2.6208792913706702e-09, 1.099831138162699e-06, 0.9999982118606567, 5.769260269516963e-07, 6.913087702287157e-08, 4.98148966521228e-10, 3.5493633032679384e-10, 2.6932811536539703e-09]"
bls gov bls inflation overview bls statistics inflation consumer inflation upward price movement services economy bls indexes measure business,2,"[7.326547354913338e-12, 7.877681146295501e-11, 1.0, 2.4668247249038343e-14, 2.626061328570191e-14, 7.0017174905721326e-15, 2.946760945064103e-13, 2.1189977940719307e-13]"
inflationdata inflation inflation rate currentinflation inflation inflation updated monthly inflation web inflation calculated business,2,"[6.498733284843183e-08, 1.018619627757289e-06, 0.9999988079071045, 1.000674890172526e-10, 1.992959797192384e-09, 1.5365925198906893e-09, 3.056308817139808e-10, 8.442945897968457e-09]"
econlib library enc inflation inflation ranson concise encyclopedia economics inflation ranson concise encyclopedia economics business,2,"[3.1687891893783515e-11, 1.3706075208119728e-07, 0.9999985694885254, 7.109166033636427e-10, 1.736681111419447e-11, 6.076011915823187e-11, 4.986199009238135e-09, 1.3029906540396041e-06]"
map gsfc nasa gov uni uni inflation wmap cosmology inflationary universe inflation theory period exponential expansion inflation theory developed alan guth andrei linde business,7,"[1.8044582716925106e-08, 8.951060408435296e-07, 0.00036789439036510885, 3.656661640150105e-10, 3.880430199387774e-09, 8.246927585275898e-09, 2.580204716551293e-09, 0.9996311664581299]"
economics about helpforeconomicsstudents inflation inflation article rates beginners answers question inflation business,2,"[1.659366830608633e-07, 1.2746701258947724e-06, 0.999997615814209, 2.5575624951201803e-10, 5.379658940540821e-10, 2.1723944865215117e-09, 7.450523185070779e-07, 2.9813111268595094e-07]"
astro ucla edu wright cosmo cosmology tutorial inflation predicts statistical pattern anisotropy observed pattern anisotropy inflation business,7,"[1.1151691126087826e-08, 2.099913700703837e-07, 3.593202109186677e-07, 1.8414448854642274e-09, 9.944830736685617e-09, 2.125063902624902e-09, 1.3036869361826575e-09, 0.9999994039535522]"
inflationdata welcome inflation data com inflationdata com dedicated inflation rate data web information monetary business,2,"[3.70176110209286e-07, 3.071482410632598e-07, 0.9999991655349731, 1.2249083169990627e-07, 1.2703427199056705e-09, 4.162433953069922e-09, 4.7493804444798116e-09, 1.700118090752767e-08]"
cgi bin cpicalc inflation calculator business,2,"[1.821428696757721e-08, 1.2802757964891498e-06, 0.9999986886978149, 1.603277510753287e-08, 5.603847164081799e-09, 4.7024471122592004e-11, 2.438517299196974e-08, 2.1501815883340214e-09]"
mises efandi inflation government funds rearmament inflation quantity money circulation business,2,"[1.3185587022235268e-06, 0.0015635903691872954, 0.998434841632843, 4.5277084859129957e-10, 9.88138424418139e-08, 1.4252972135864184e-09, 1.1203286298666626e-08, 1.0629321423039073e-07]"
minneapolisfed research data calc federal reserve bank minneapolis consumer price index calculator consumer price index inflation rates consumer price index inflation rates estimate cpi calculations business,2,"[2.6249230566932624e-10, 5.81811605115945e-07, 0.9999994039535522, 3.064775100369843e-10, 5.9918954242732525e-09, 3.8144873371059873e-10, 1.7659028753169714e-11, 4.534896416719114e-11]"
